cidade,cidade_id,safra,variavel_alvo,cultivo,cenario,valor,modelo
Agudo,0,2025,rendimento_medio,arroz,ssp126,7674.30712890625,30 anos
Agudo,0,2026,rendimento_medio,arroz,ssp126,8505.8330078125,30 anos
Agudo,0,2027,rendimento_medio,arroz,ssp126,8320.8583984375,30 anos
Agudo,0,2028,rendimento_medio,arroz,ssp126,8932.833984375,30 anos
Agudo,0,2029,rendimento_medio,arroz,ssp126,8665.15625,30 anos
Agudo,0,2030,rendimento_medio,arroz,ssp126,9020.0244140625,30 anos
Agudo,0,2031,rendimento_medio,arroz,ssp126,9080.6982421875,30 anos
Agudo,0,2032,rendimento_medio,arroz,ssp126,9414.720703125,30 anos
Agudo,0,2033,rendimento_medio,arroz,ssp126,9040.013671875,30 anos
Agudo,0,2034,rendimento_medio,arroz,ssp126,9073.17578125,30 anos
Cacapava do Sul,1,2025,rendimento_medio,arroz,ssp126,0.0,30 anos
Cacapava do Sul,1,2026,rendimento_medio,arroz,ssp126,0.0,30 anos
Cacapava do Sul,1,2027,rendimento_medio,arroz,ssp126,0.0,30 anos
Cacapava do Sul,1,2028,rendimento_medio,arroz,ssp126,0.0,30 anos
Cacapava do Sul,1,2029,rendimento_medio,arroz,ssp126,0.0,30 anos
Cacapava do Sul,1,2030,rendimento_medio,arroz,ssp126,0.0,30 anos
Cacapava do Sul,1,2031,rendimento_medio,arroz,ssp126,0.0,30 anos
Cacapava do Sul,1,2032,rendimento_medio,arroz,ssp126,0.0,30 anos
Cacapava do Sul,1,2033,rendimento_medio,arroz,ssp126,0.0,30 anos
Cacapava do Sul,1,2034,rendimento_medio,arroz,ssp126,0.0,30 anos
Cacequi,2,2025,rendimento_medio,arroz,ssp126,5992.32958984375,30 anos
Cacequi,2,2026,rendimento_medio,arroz,ssp126,6282.5859375,30 anos
Cacequi,2,2027,rendimento_medio,arroz,ssp126,6327.177734375,30 anos
Cacequi,2,2028,rendimento_medio,arroz,ssp126,6645.404296875,30 anos
Cacequi,2,2029,rendimento_medio,arroz,ssp126,6663.83642578125,30 anos
Cacequi,2,2030,rendimento_medio,arroz,ssp126,6941.2802734375,30 anos
Cacequi,2,2031,rendimento_medio,arroz,ssp126,6897.470703125,30 anos
Cacequi,2,2032,rendimento_medio,arroz,ssp126,7164.95849609375,30 anos
Cacequi,2,2033,rendimento_medio,arroz,ssp126,6919.294921875,30 anos
Cacequi,2,2034,rendimento_medio,arroz,ssp126,6846.46337890625,30 anos
Cachoeira do Sul,3,2025,rendimento_medio,arroz,ssp126,7076.5439453125,30 anos
Cachoeira do Sul,3,2026,rendimento_medio,arroz,ssp126,7976.8603515625,30 anos
Cachoeira do Sul,3,2027,rendimento_medio,arroz,ssp126,7651.76611328125,30 anos
Cachoeira do Sul,3,2028,rendimento_medio,arroz,ssp126,8297.0361328125,30 anos
Cachoeira do Sul,3,2029,rendimento_medio,arroz,ssp126,7971.07275390625,30 anos
Cachoeira do Sul,3,2030,rendimento_medio,arroz,ssp126,8308.146484375,30 anos
Cachoeira do Sul,3,2031,rendimento_medio,arroz,ssp126,8626.0126953125,30 anos
Cachoeira do Sul,3,2032,rendimento_medio,arroz,ssp126,8848.908203125,30 anos
Cachoeira do Sul,3,2033,rendimento_medio,arroz,ssp126,8453.4404296875,30 anos
Cachoeira do Sul,3,2034,rendimento_medio,arroz,ssp126,8361.49609375,30 anos
Capao do Cipo,4,2025,rendimento_medio,arroz,ssp126,0.0,30 anos
Capao do Cipo,4,2026,rendimento_medio,arroz,ssp126,0.0,30 anos
Capao do Cipo,4,2027,rendimento_medio,arroz,ssp126,0.0,30 anos
Capao do Cipo,4,2028,rendimento_medio,arroz,ssp126,0.0,30 anos
Capao do Cipo,4,2029,rendimento_medio,arroz,ssp126,0.0,30 anos
Capao do Cipo,4,2030,rendimento_medio,arroz,ssp126,0.0,30 anos
Capao do Cipo,4,2031,rendimento_medio,arroz,ssp126,0.0,30 anos
Capao do Cipo,4,2032,rendimento_medio,arroz,ssp126,0.0,30 anos
Capao do Cipo,4,2033,rendimento_medio,arroz,ssp126,0.0,30 anos
Capao do Cipo,4,2034,rendimento_medio,arroz,ssp126,0.0,30 anos
Cerro Branco,5,2025,rendimento_medio,arroz,ssp126,6506.15625,30 anos
Cerro Branco,5,2026,rendimento_medio,arroz,ssp126,7369.6982421875,30 anos
Cerro Branco,5,2027,rendimento_medio,arroz,ssp126,7040.08837890625,30 anos
Cerro Branco,5,2028,rendimento_medio,arroz,ssp126,7616.9599609375,30 anos
Cerro Branco,5,2029,rendimento_medio,arroz,ssp126,7357.259765625,30 anos
Cerro Branco,5,2030,rendimento_medio,arroz,ssp126,7648.78173828125,30 anos
Cerro Branco,5,2031,rendimento_medio,arroz,ssp126,7918.982421875,30 anos
Cerro Branco,5,2032,rendimento_medio,arroz,ssp126,8123.61083984375,30 anos
Cerro Branco,5,2033,rendimento_medio,arroz,ssp126,7783.47412109375,30 anos
Cerro Branco,5,2034,rendimento_medio,arroz,ssp126,7815.28369140625,30 anos
Dilermando de Aguiar,6,2025,rendimento_medio,arroz,ssp126,6259.5927734375,30 anos
Dilermando de Aguiar,6,2026,rendimento_medio,arroz,ssp126,6829.0498046875,30 anos
Dilermando de Aguiar,6,2027,rendimento_medio,arroz,ssp126,6784.0654296875,30 anos
Dilermando de Aguiar,6,2028,rendimento_medio,arroz,ssp126,7295.5009765625,30 anos
Dilermando de Aguiar,6,2029,rendimento_medio,arroz,ssp126,7062.228515625,30 anos
Dilermando de Aguiar,6,2030,rendimento_medio,arroz,ssp126,7286.57861328125,30 anos
Dilermando de Aguiar,6,2031,rendimento_medio,arroz,ssp126,7372.84814453125,30 anos
Dilermando de Aguiar,6,2032,rendimento_medio,arroz,ssp126,7721.841796875,30 anos
Dilermando de Aguiar,6,2033,rendimento_medio,arroz,ssp126,7370.0498046875,30 anos
Dilermando de Aguiar,6,2034,rendimento_medio,arroz,ssp126,7272.0673828125,30 anos
Dona Francisca,7,2025,rendimento_medio,arroz,ssp126,8681.494140625,30 anos
Dona Francisca,7,2026,rendimento_medio,arroz,ssp126,9642.421875,30 anos
Dona Francisca,7,2027,rendimento_medio,arroz,ssp126,9412.8798828125,30 anos
Dona Francisca,7,2028,rendimento_medio,arroz,ssp126,10105.1611328125,30 anos
Dona Francisca,7,2029,rendimento_medio,arroz,ssp126,9802.3671875,30 anos
Dona Francisca,7,2030,rendimento_medio,arroz,ssp126,10203.8125,30 anos
Dona Francisca,7,2031,rendimento_medio,arroz,ssp126,10228.6396484375,30 anos
Dona Francisca,7,2032,rendimento_medio,arroz,ssp126,10635.87890625,30 anos
Dona Francisca,7,2033,rendimento_medio,arroz,ssp126,10235.783203125,30 anos
Dona Francisca,7,2034,rendimento_medio,arroz,ssp126,10345.66015625,30 anos
Faxinal do Soturno,8,2025,rendimento_medio,arroz,ssp126,6697.3154296875,30 anos
Faxinal do Soturno,8,2026,rendimento_medio,arroz,ssp126,7438.64501953125,30 anos
Faxinal do Soturno,8,2027,rendimento_medio,arroz,ssp126,7261.56689453125,30 anos
Faxinal do Soturno,8,2028,rendimento_medio,arroz,ssp126,7795.63671875,30 anos
Faxinal do Soturno,8,2029,rendimento_medio,arroz,ssp126,7562.03173828125,30 anos
Faxinal do Soturno,8,2030,rendimento_medio,arroz,ssp126,7871.73583984375,30 anos
Faxinal do Soturno,8,2031,rendimento_medio,arroz,ssp126,7872.3662109375,30 anos
Faxinal do Soturno,8,2032,rendimento_medio,arroz,ssp126,8179.1923828125,30 anos
Faxinal do Soturno,8,2033,rendimento_medio,arroz,ssp126,7897.2216796875,30 anos
Faxinal do Soturno,8,2034,rendimento_medio,arroz,ssp126,7981.99755859375,30 anos
Formigueiro,9,2025,rendimento_medio,arroz,ssp126,6228.41455078125,30 anos
Formigueiro,9,2026,rendimento_medio,arroz,ssp126,6779.69921875,30 anos
Formigueiro,9,2027,rendimento_medio,arroz,ssp126,6728.8564453125,30 anos
Formigueiro,9,2028,rendimento_medio,arroz,ssp126,7236.92431640625,30 anos
Formigueiro,9,2029,rendimento_medio,arroz,ssp126,7000.375,30 anos
Formigueiro,9,2030,rendimento_medio,arroz,ssp126,7304.42724609375,30 anos
Formigueiro,9,2031,rendimento_medio,arroz,ssp126,7387.771484375,30 anos
Formigueiro,9,2032,rendimento_medio,arroz,ssp126,7645.44873046875,30 anos
Formigueiro,9,2033,rendimento_medio,arroz,ssp126,7296.35693359375,30 anos
Formigueiro,9,2034,rendimento_medio,arroz,ssp126,7232.23876953125,30 anos
Itaara,10,2025,rendimento_medio,arroz,ssp126,0.0,30 anos
Itaara,10,2026,rendimento_medio,arroz,ssp126,0.0,30 anos
Itaara,10,2027,rendimento_medio,arroz,ssp126,0.0,30 anos
Itaara,10,2028,rendimento_medio,arroz,ssp126,0.0,30 anos
Itaara,10,2029,rendimento_medio,arroz,ssp126,0.0,30 anos
Itaara,10,2030,rendimento_medio,arroz,ssp126,0.0,30 anos
Itaara,10,2031,rendimento_medio,arroz,ssp126,0.0,30 anos
Itaara,10,2032,rendimento_medio,arroz,ssp126,0.0,30 anos
Itaara,10,2033,rendimento_medio,arroz,ssp126,0.0,30 anos
Itaara,10,2034,rendimento_medio,arroz,ssp126,0.0,30 anos
Itacurubi,11,2025,rendimento_medio,arroz,ssp126,7482.5576171875,30 anos
Itacurubi,11,2026,rendimento_medio,arroz,ssp126,8307.900390625,30 anos
Itacurubi,11,2027,rendimento_medio,arroz,ssp126,8349.5419921875,30 anos
Itacurubi,11,2028,rendimento_medio,arroz,ssp126,8902.9794921875,30 anos
Itacurubi,11,2029,rendimento_medio,arroz,ssp126,8507.869140625,30 anos
Itacurubi,11,2030,rendimento_medio,arroz,ssp126,8885.333984375,30 anos
Itacurubi,11,2031,rendimento_medio,arroz,ssp126,9039.6689453125,30 anos
Itacurubi,11,2032,rendimento_medio,arroz,ssp126,9199.3515625,30 anos
Itacurubi,11,2033,rendimento_medio,arroz,ssp126,9043.9638671875,30 anos
Itacurubi,11,2034,rendimento_medio,arroz,ssp126,8944.556640625,30 anos
Ivora,12,2025,rendimento_medio,arroz,ssp126,0.0,30 anos
Ivora,12,2026,rendimento_medio,arroz,ssp126,0.0,30 anos
Ivora,12,2027,rendimento_medio,arroz,ssp126,0.0,30 anos
Ivora,12,2028,rendimento_medio,arroz,ssp126,0.0,30 anos
Ivora,12,2029,rendimento_medio,arroz,ssp126,0.0,30 anos
Ivora,12,2030,rendimento_medio,arroz,ssp126,0.0,30 anos
Ivora,12,2031,rendimento_medio,arroz,ssp126,0.0,30 anos
Ivora,12,2032,rendimento_medio,arroz,ssp126,0.0,30 anos
Ivora,12,2033,rendimento_medio,arroz,ssp126,0.0,30 anos
Ivora,12,2034,rendimento_medio,arroz,ssp126,0.0,30 anos
Jaguari,13,2025,rendimento_medio,arroz,ssp126,7614.3740234375,30 anos
Jaguari,13,2026,rendimento_medio,arroz,ssp126,7997.68115234375,30 anos
Jaguari,13,2027,rendimento_medio,arroz,ssp126,8039.83056640625,30 anos
Jaguari,13,2028,rendimento_medio,arroz,ssp126,8450.69921875,30 anos
Jaguari,13,2029,rendimento_medio,arroz,ssp126,8473.904296875,30 anos
Jaguari,13,2030,rendimento_medio,arroz,ssp126,8820.1416015625,30 anos
Jaguari,13,2031,rendimento_medio,arroz,ssp126,8764.484375,30 anos
Jaguari,13,2032,rendimento_medio,arroz,ssp126,9111.115234375,30 anos
Jaguari,13,2033,rendimento_medio,arroz,ssp126,8798.7412109375,30 anos
Jaguari,13,2034,rendimento_medio,arroz,ssp126,8714.6787109375,30 anos
Jari,14,2025,rendimento_medio,arroz,ssp126,2785.93798828125,30 anos
Jari,14,2026,rendimento_medio,arroz,ssp126,3087.82861328125,30 anos
Jari,14,2027,rendimento_medio,arroz,ssp126,3146.2373046875,30 anos
Jari,14,2028,rendimento_medio,arroz,ssp126,3356.8935546875,30 anos
Jari,14,2029,rendimento_medio,arroz,ssp126,3116.44287109375,30 anos
Jari,14,2030,rendimento_medio,arroz,ssp126,3275.41552734375,30 anos
Jari,14,2031,rendimento_medio,arroz,ssp126,3412.2421875,30 anos
Jari,14,2032,rendimento_medio,arroz,ssp126,3509.310546875,30 anos
Jari,14,2033,rendimento_medio,arroz,ssp126,3344.42431640625,30 anos
Jari,14,2034,rendimento_medio,arroz,ssp126,3254.44482421875,30 anos
Julio de Castilhos,15,2025,rendimento_medio,arroz,ssp126,0.0,30 anos
Julio de Castilhos,15,2026,rendimento_medio,arroz,ssp126,0.0,30 anos
Julio de Castilhos,15,2027,rendimento_medio,arroz,ssp126,0.0,30 anos
Julio de Castilhos,15,2028,rendimento_medio,arroz,ssp126,0.0,30 anos
Julio de Castilhos,15,2029,rendimento_medio,arroz,ssp126,0.0,30 anos
Julio de Castilhos,15,2030,rendimento_medio,arroz,ssp126,0.0,30 anos
Julio de Castilhos,15,2031,rendimento_medio,arroz,ssp126,0.0,30 anos
Julio de Castilhos,15,2032,rendimento_medio,arroz,ssp126,0.0,30 anos
Julio de Castilhos,15,2033,rendimento_medio,arroz,ssp126,0.0,30 anos
Julio de Castilhos,15,2034,rendimento_medio,arroz,ssp126,0.0,30 anos
Lavras do Sul,16,2025,rendimento_medio,arroz,ssp126,6019.3974609375,30 anos
Lavras do Sul,16,2026,rendimento_medio,arroz,ssp126,6267.658203125,30 anos
Lavras do Sul,16,2027,rendimento_medio,arroz,ssp126,6294.017578125,30 anos
Lavras do Sul,16,2028,rendimento_medio,arroz,ssp126,6617.37109375,30 anos
Lavras do Sul,16,2029,rendimento_medio,arroz,ssp126,6710.1357421875,30 anos
Lavras do Sul,16,2030,rendimento_medio,arroz,ssp126,6883.55078125,30 anos
Lavras do Sul,16,2031,rendimento_medio,arroz,ssp126,6786.14306640625,30 anos
Lavras do Sul,16,2032,rendimento_medio,arroz,ssp126,7212.77099609375,30 anos
Lavras do Sul,16,2033,rendimento_medio,arroz,ssp126,6781.5810546875,30 anos
Lavras do Sul,16,2034,rendimento_medio,arroz,ssp126,6698.92529296875,30 anos
Mata,17,2025,rendimento_medio,arroz,ssp126,6916.6220703125,30 anos
Mata,17,2026,rendimento_medio,arroz,ssp126,7508.2587890625,30 anos
Mata,17,2027,rendimento_medio,arroz,ssp126,7496.1298828125,30 anos
Mata,17,2028,rendimento_medio,arroz,ssp126,8051.9169921875,30 anos
Mata,17,2029,rendimento_medio,arroz,ssp126,7795.97119140625,30 anos
Mata,17,2030,rendimento_medio,arroz,ssp126,8051.37158203125,30 anos
Mata,17,2031,rendimento_medio,arroz,ssp126,8146.70263671875,30 anos
Mata,17,2032,rendimento_medio,arroz,ssp126,8532.3212890625,30 anos
Mata,17,2033,rendimento_medio,arroz,ssp126,8137.2978515625,30 anos
Mata,17,2034,rendimento_medio,arroz,ssp126,7995.33203125,30 anos
Nova Esperanca do Sul,18,2025,rendimento_medio,arroz,ssp126,0.0,30 anos
Nova Esperanca do Sul,18,2026,rendimento_medio,arroz,ssp126,0.0,30 anos
Nova Esperanca do Sul,18,2027,rendimento_medio,arroz,ssp126,0.0,30 anos
Nova Esperanca do Sul,18,2028,rendimento_medio,arroz,ssp126,0.0,30 anos
Nova Esperanca do Sul,18,2029,rendimento_medio,arroz,ssp126,0.0,30 anos
Nova Esperanca do Sul,18,2030,rendimento_medio,arroz,ssp126,0.0,30 anos
Nova Esperanca do Sul,18,2031,rendimento_medio,arroz,ssp126,0.0,30 anos
Nova Esperanca do Sul,18,2032,rendimento_medio,arroz,ssp126,0.0,30 anos
Nova Esperanca do Sul,18,2033,rendimento_medio,arroz,ssp126,0.0,30 anos
Nova Esperanca do Sul,18,2034,rendimento_medio,arroz,ssp126,0.0,30 anos
Nova Palma,19,2025,rendimento_medio,arroz,ssp126,6434.4130859375,30 anos
Nova Palma,19,2026,rendimento_medio,arroz,ssp126,7356.7197265625,30 anos
Nova Palma,19,2027,rendimento_medio,arroz,ssp126,7303.01318359375,30 anos
Nova Palma,19,2028,rendimento_medio,arroz,ssp126,7835.25634765625,30 anos
Nova Palma,19,2029,rendimento_medio,arroz,ssp126,7204.98046875,30 anos
Nova Palma,19,2030,rendimento_medio,arroz,ssp126,7681.14697265625,30 anos
Nova Palma,19,2031,rendimento_medio,arroz,ssp126,7966.61865234375,30 anos
Nova Palma,19,2032,rendimento_medio,arroz,ssp126,8252.625,30 anos
Nova Palma,19,2033,rendimento_medio,arroz,ssp126,7885.32177734375,30 anos
Nova Palma,19,2034,rendimento_medio,arroz,ssp126,7881.6748046875,30 anos
Novo Cabrais,20,2025,rendimento_medio,arroz,ssp126,6909.22412109375,30 anos
Novo Cabrais,20,2026,rendimento_medio,arroz,ssp126,7788.2490234375,30 anos
Novo Cabrais,20,2027,rendimento_medio,arroz,ssp126,7470.84814453125,30 anos
Novo Cabrais,20,2028,rendimento_medio,arroz,ssp126,8100.85546875,30 anos
Novo Cabrais,20,2029,rendimento_medio,arroz,ssp126,7782.59814453125,30 anos
Novo Cabrais,20,2030,rendimento_medio,arroz,ssp126,8111.71044921875,30 anos
Novo Cabrais,20,2031,rendimento_medio,arroz,ssp126,8422.0625,30 anos
Novo Cabrais,20,2032,rendimento_medio,arroz,ssp126,8639.6884765625,30 anos
Novo Cabrais,20,2033,rendimento_medio,arroz,ssp126,8253.5703125,30 anos
Novo Cabrais,20,2034,rendimento_medio,arroz,ssp126,8195.927734375,30 anos
Paraiso do Sul,21,2025,rendimento_medio,arroz,ssp126,0.0,30 anos
Paraiso do Sul,21,2026,rendimento_medio,arroz,ssp126,0.0,30 anos
Paraiso do Sul,21,2027,rendimento_medio,arroz,ssp126,0.0,30 anos
Paraiso do Sul,21,2028,rendimento_medio,arroz,ssp126,0.0,30 anos
Paraiso do Sul,21,2029,rendimento_medio,arroz,ssp126,0.0,30 anos
Paraiso do Sul,21,2030,rendimento_medio,arroz,ssp126,0.0,30 anos
Paraiso do Sul,21,2031,rendimento_medio,arroz,ssp126,0.0,30 anos
Paraiso do Sul,21,2032,rendimento_medio,arroz,ssp126,0.0,30 anos
Paraiso do Sul,21,2033,rendimento_medio,arroz,ssp126,0.0,30 anos
Paraiso do Sul,21,2034,rendimento_medio,arroz,ssp126,0.0,30 anos
Pinhal Grande,22,2025,rendimento_medio,arroz,ssp126,6455.66455078125,30 anos
Pinhal Grande,22,2026,rendimento_medio,arroz,ssp126,7445.779296875,30 anos
Pinhal Grande,22,2027,rendimento_medio,arroz,ssp126,7416.8037109375,30 anos
Pinhal Grande,22,2028,rendimento_medio,arroz,ssp126,8023.39111328125,30 anos
Pinhal Grande,22,2029,rendimento_medio,arroz,ssp126,7419.4990234375,30 anos
Pinhal Grande,22,2030,rendimento_medio,arroz,ssp126,7936.744140625,30 anos
Pinhal Grande,22,2031,rendimento_medio,arroz,ssp126,8241.935546875,30 anos
Pinhal Grande,22,2032,rendimento_medio,arroz,ssp126,8452.0703125,30 anos
Pinhal Grande,22,2033,rendimento_medio,arroz,ssp126,7969.32421875,30 anos
Pinhal Grande,22,2034,rendimento_medio,arroz,ssp126,7811.4306640625,30 anos
Quevedos,23,2025,rendimento_medio,arroz,ssp126,3189.83837890625,30 anos
Quevedos,23,2026,rendimento_medio,arroz,ssp126,3541.609375,30 anos
Quevedos,23,2027,rendimento_medio,arroz,ssp126,3629.71044921875,30 anos
Quevedos,23,2028,rendimento_medio,arroz,ssp126,3877.5439453125,30 anos
Quevedos,23,2029,rendimento_medio,arroz,ssp126,3643.4755859375,30 anos
Quevedos,23,2030,rendimento_medio,arroz,ssp126,3845.482177734375,30 anos
Quevedos,23,2031,rendimento_medio,arroz,ssp126,4002.532470703125,30 anos
Quevedos,23,2032,rendimento_medio,arroz,ssp126,4051.6103515625,30 anos
Quevedos,23,2033,rendimento_medio,arroz,ssp126,3856.17529296875,30 anos
Quevedos,23,2034,rendimento_medio,arroz,ssp126,3749.951904296875,30 anos
Restinga Seca,24,2025,rendimento_medio,arroz,ssp126,0.0,30 anos
Restinga Seca,24,2026,rendimento_medio,arroz,ssp126,0.0,30 anos
Restinga Seca,24,2027,rendimento_medio,arroz,ssp126,0.0,30 anos
Restinga Seca,24,2028,rendimento_medio,arroz,ssp126,0.0,30 anos
Restinga Seca,24,2029,rendimento_medio,arroz,ssp126,0.0,30 anos
Restinga Seca,24,2030,rendimento_medio,arroz,ssp126,0.0,30 anos
Restinga Seca,24,2031,rendimento_medio,arroz,ssp126,0.0,30 anos
Restinga Seca,24,2032,rendimento_medio,arroz,ssp126,0.0,30 anos
Restinga Seca,24,2033,rendimento_medio,arroz,ssp126,0.0,30 anos
Restinga Seca,24,2034,rendimento_medio,arroz,ssp126,0.0,30 anos
Santa Margarida do Sul,25,2025,rendimento_medio,arroz,ssp126,7703.509765625,30 anos
Santa Margarida do Sul,25,2026,rendimento_medio,arroz,ssp126,8094.8310546875,30 anos
Santa Margarida do Sul,25,2027,rendimento_medio,arroz,ssp126,8099.04736328125,30 anos
Santa Margarida do Sul,25,2028,rendimento_medio,arroz,ssp126,8471.205078125,30 anos
Santa Margarida do Sul,25,2029,rendimento_medio,arroz,ssp126,8633.22265625,30 anos
Santa Margarida do Sul,25,2030,rendimento_medio,arroz,ssp126,8827.017578125,30 anos
Santa Margarida do Sul,25,2031,rendimento_medio,arroz,ssp126,8684.7412109375,30 anos
Santa Margarida do Sul,25,2032,rendimento_medio,arroz,ssp126,9244.1826171875,30 anos
Santa Margarida do Sul,25,2033,rendimento_medio,arroz,ssp126,8678.9033203125,30 anos
Santa Margarida do Sul,25,2034,rendimento_medio,arroz,ssp126,8671.373046875,30 anos
Santa Maria,26,2025,rendimento_medio,arroz,ssp126,6915.2568359375,30 anos
Santa Maria,26,2026,rendimento_medio,arroz,ssp126,7557.57568359375,30 anos
Santa Maria,26,2027,rendimento_medio,arroz,ssp126,7495.4794921875,30 anos
Santa Maria,26,2028,rendimento_medio,arroz,ssp126,8070.90869140625,30 anos
Santa Maria,26,2029,rendimento_medio,arroz,ssp126,7805.7626953125,30 anos
Santa Maria,26,2030,rendimento_medio,arroz,ssp126,8049.4140625,30 anos
Santa Maria,26,2031,rendimento_medio,arroz,ssp126,8144.71337890625,30 anos
Santa Maria,26,2032,rendimento_medio,arroz,ssp126,8530.23046875,30 anos
Santa Maria,26,2033,rendimento_medio,arroz,ssp126,8141.6220703125,30 anos
Santa Maria,26,2034,rendimento_medio,arroz,ssp126,8062.72216796875,30 anos
Santana da Boa Vista,27,2025,rendimento_medio,arroz,ssp126,6853.21240234375,30 anos
Santana da Boa Vista,27,2026,rendimento_medio,arroz,ssp126,7459.63330078125,30 anos
Santana da Boa Vista,27,2027,rendimento_medio,arroz,ssp126,7246.26953125,30 anos
Santana da Boa Vista,27,2028,rendimento_medio,arroz,ssp126,7778.6796875,30 anos
Santana da Boa Vista,27,2029,rendimento_medio,arroz,ssp126,7682.568359375,30 anos
Santana da Boa Vista,27,2030,rendimento_medio,arroz,ssp126,7907.58544921875,30 anos
Santana da Boa Vista,27,2031,rendimento_medio,arroz,ssp126,7944.86328125,30 anos
Santana da Boa Vista,27,2032,rendimento_medio,arroz,ssp126,8276.2890625,30 anos
Santana da Boa Vista,27,2033,rendimento_medio,arroz,ssp126,7800.4267578125,30 anos
Santana da Boa Vista,27,2034,rendimento_medio,arroz,ssp126,7680.17236328125,30 anos
Santiago,28,2025,rendimento_medio,arroz,ssp126,4002.51708984375,30 anos
Santiago,28,2026,rendimento_medio,arroz,ssp126,4479.076171875,30 anos
Santiago,28,2027,rendimento_medio,arroz,ssp126,4466.9970703125,30 anos
Santiago,28,2028,rendimento_medio,arroz,ssp126,4809.80908203125,30 anos
Santiago,28,2029,rendimento_medio,arroz,ssp126,4489.40234375,30 anos
Santiago,28,2030,rendimento_medio,arroz,ssp126,4689.322265625,30 anos
Santiago,28,2031,rendimento_medio,arroz,ssp126,4778.9853515625,30 anos
Santiago,28,2032,rendimento_medio,arroz,ssp126,5022.25,30 anos
Santiago,28,2033,rendimento_medio,arroz,ssp126,4833.5224609375,30 anos
Santiago,28,2034,rendimento_medio,arroz,ssp126,4822.875,30 anos
Sao Francisco de Assis,29,2025,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Francisco de Assis,29,2026,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Francisco de Assis,29,2027,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Francisco de Assis,29,2028,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Francisco de Assis,29,2029,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Francisco de Assis,29,2030,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Francisco de Assis,29,2031,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Francisco de Assis,29,2032,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Francisco de Assis,29,2033,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Francisco de Assis,29,2034,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Gabriel,30,2025,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Gabriel,30,2026,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Gabriel,30,2027,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Gabriel,30,2028,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Gabriel,30,2029,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Gabriel,30,2030,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Gabriel,30,2031,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Gabriel,30,2032,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Gabriel,30,2033,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Gabriel,30,2034,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Joao do Polesine,31,2025,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Joao do Polesine,31,2026,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Joao do Polesine,31,2027,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Joao do Polesine,31,2028,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Joao do Polesine,31,2029,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Joao do Polesine,31,2030,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Joao do Polesine,31,2031,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Joao do Polesine,31,2032,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Joao do Polesine,31,2033,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Joao do Polesine,31,2034,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Martinho da Serra,32,2025,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Martinho da Serra,32,2026,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Martinho da Serra,32,2027,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Martinho da Serra,32,2028,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Martinho da Serra,32,2029,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Martinho da Serra,32,2030,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Martinho da Serra,32,2031,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Martinho da Serra,32,2032,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Martinho da Serra,32,2033,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Martinho da Serra,32,2034,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Pedro do Sul,33,2025,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Pedro do Sul,33,2026,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Pedro do Sul,33,2027,rendimento_medio,arroz,ssp126,0.0,30 anos
Sao Pedro do Sul,33,2028,rendimento_medio,arroz,ssp126,0.0,30 anos
