cidade,cidade_id,safra,variavel_alvo,cultivo,cenario,valor,modelo
Quevedos,23,2034,quantidade_produzida,soja,ssp245,428790.125,30 anos
Restinga Seca,24,2025,quantidade_produzida,soja,ssp245,0.0,30 anos
Restinga Seca,24,2026,quantidade_produzida,soja,ssp245,0.0,30 anos
Restinga Seca,24,2027,quantidade_produzida,soja,ssp245,0.0,30 anos
Restinga Seca,24,2028,quantidade_produzida,soja,ssp245,0.0,30 anos
Restinga Seca,24,2029,quantidade_produzida,soja,ssp245,0.0,30 anos
Restinga Seca,24,2030,quantidade_produzida,soja,ssp245,0.0,30 anos
Restinga Seca,24,2031,quantidade_produzida,soja,ssp245,0.0,30 anos
Restinga Seca,24,2032,quantidade_produzida,soja,ssp245,0.0,30 anos
Restinga Seca,24,2033,quantidade_produzida,soja,ssp245,0.0,30 anos
Restinga Seca,24,2034,quantidade_produzida,soja,ssp245,0.0,30 anos
Santa Margarida do Sul,25,2025,quantidade_produzida,soja,ssp245,116331.2421875,30 anos
Santa Margarida do Sul,25,2026,quantidade_produzida,soja,ssp245,125519.4375,30 anos
Santa Margarida do Sul,25,2027,quantidade_produzida,soja,ssp245,108385.84375,30 anos
Santa Margarida do Sul,25,2028,quantidade_produzida,soja,ssp245,185891.375,30 anos
Santa Margarida do Sul,25,2029,quantidade_produzida,soja,ssp245,174627.21875,30 anos
Santa Margarida do Sul,25,2030,quantidade_produzida,soja,ssp245,168481.125,30 anos
Santa Margarida do Sul,25,2031,quantidade_produzida,soja,ssp245,198935.09375,30 anos
Santa Margarida do Sul,25,2032,quantidade_produzida,soja,ssp245,172970.078125,30 anos
Santa Margarida do Sul,25,2033,quantidade_produzida,soja,ssp245,233699.890625,30 anos
Santa Margarida do Sul,25,2034,quantidade_produzida,soja,ssp245,283903.90625,30 anos
Santa Maria,26,2025,quantidade_produzida,soja,ssp245,142612.0625,30 anos
Santa Maria,26,2026,quantidade_produzida,soja,ssp245,162343.140625,30 anos
Santa Maria,26,2027,quantidade_produzida,soja,ssp245,164467.15625,30 anos
Santa Maria,26,2028,quantidade_produzida,soja,ssp245,264694.59375,30 anos
Santa Maria,26,2029,quantidade_produzida,soja,ssp245,235036.265625,30 anos
Santa Maria,26,2030,quantidade_produzida,soja,ssp245,217673.109375,30 anos
Santa Maria,26,2031,quantidade_produzida,soja,ssp245,306405.09375,30 anos
Santa Maria,26,2032,quantidade_produzida,soja,ssp245,230653.828125,30 anos
Santa Maria,26,2033,quantidade_produzida,soja,ssp245,310523.1875,30 anos
Santa Maria,26,2034,quantidade_produzida,soja,ssp245,404908.90625,30 anos
Santana da Boa Vista,27,2025,quantidade_produzida,soja,ssp245,46343.25390625,30 anos
Santana da Boa Vista,27,2026,quantidade_produzida,soja,ssp245,54746.25,30 anos
Santana da Boa Vista,27,2027,quantidade_produzida,soja,ssp245,51213.19140625,30 anos
Santana da Boa Vista,27,2028,quantidade_produzida,soja,ssp245,85072.3203125,30 anos
Santana da Boa Vista,27,2029,quantidade_produzida,soja,ssp245,75014.96875,30 anos
Santana da Boa Vista,27,2030,quantidade_produzida,soja,ssp245,80671.875,30 anos
Santana da Boa Vista,27,2031,quantidade_produzida,soja,ssp245,86551.75,30 anos
Santana da Boa Vista,27,2032,quantidade_produzida,soja,ssp245,75984.0390625,30 anos
Santana da Boa Vista,27,2033,quantidade_produzida,soja,ssp245,97487.21875,30 anos
Santana da Boa Vista,27,2034,quantidade_produzida,soja,ssp245,132094.546875,30 anos
Santiago,28,2025,quantidade_produzida,soja,ssp245,76696.28125,30 anos
Santiago,28,2026,quantidade_produzida,soja,ssp245,90415.3125,30 anos
Santiago,28,2027,quantidade_produzida,soja,ssp245,95653.25,30 anos
Santiago,28,2028,quantidade_produzida,soja,ssp245,151582.6875,30 anos
Santiago,28,2029,quantidade_produzida,soja,ssp245,137841.375,30 anos
Santiago,28,2030,quantidade_produzida,soja,ssp245,115663.625,30 anos
Santiago,28,2031,quantidade_produzida,soja,ssp245,174693.6875,30 anos
Santiago,28,2032,quantidade_produzida,soja,ssp245,128210.6171875,30 anos
Santiago,28,2033,quantidade_produzida,soja,ssp245,168550.5625,30 anos
Santiago,28,2034,quantidade_produzida,soja,ssp245,236278.1875,30 anos
Sao Francisco de Assis,29,2025,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Francisco de Assis,29,2026,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Francisco de Assis,29,2027,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Francisco de Assis,29,2028,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Francisco de Assis,29,2029,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Francisco de Assis,29,2030,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Francisco de Assis,29,2031,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Francisco de Assis,29,2032,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Francisco de Assis,29,2033,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Francisco de Assis,29,2034,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Gabriel,30,2025,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Gabriel,30,2026,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Gabriel,30,2027,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Gabriel,30,2028,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Gabriel,30,2029,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Gabriel,30,2030,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Gabriel,30,2031,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Gabriel,30,2032,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Gabriel,30,2033,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Gabriel,30,2034,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Joao do Polesine,31,2025,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Joao do Polesine,31,2026,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Joao do Polesine,31,2027,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Joao do Polesine,31,2028,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Joao do Polesine,31,2029,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Joao do Polesine,31,2030,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Joao do Polesine,31,2031,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Joao do Polesine,31,2032,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Joao do Polesine,31,2033,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Joao do Polesine,31,2034,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Martinho da Serra,32,2025,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Martinho da Serra,32,2026,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Martinho da Serra,32,2027,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Martinho da Serra,32,2028,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Martinho da Serra,32,2029,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Martinho da Serra,32,2030,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Martinho da Serra,32,2031,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Martinho da Serra,32,2032,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Martinho da Serra,32,2033,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Martinho da Serra,32,2034,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Pedro do Sul,33,2025,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Pedro do Sul,33,2026,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Pedro do Sul,33,2027,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Pedro do Sul,33,2028,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Pedro do Sul,33,2029,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Pedro do Sul,33,2030,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Pedro do Sul,33,2031,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Pedro do Sul,33,2032,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Pedro do Sul,33,2033,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Pedro do Sul,33,2034,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Sepe,34,2025,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Sepe,34,2026,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Sepe,34,2027,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Sepe,34,2028,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Sepe,34,2029,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Sepe,34,2030,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Sepe,34,2031,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Sepe,34,2032,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Sepe,34,2033,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Sepe,34,2034,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Vicente do Sul,35,2025,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Vicente do Sul,35,2026,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Vicente do Sul,35,2027,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Vicente do Sul,35,2028,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Vicente do Sul,35,2029,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Vicente do Sul,35,2030,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Vicente do Sul,35,2031,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Vicente do Sul,35,2032,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Vicente do Sul,35,2033,quantidade_produzida,soja,ssp245,0.0,30 anos
Sao Vicente do Sul,35,2034,quantidade_produzida,soja,ssp245,0.0,30 anos
Silveira Martins,36,2025,quantidade_produzida,soja,ssp245,16990.345703125,30 anos
Silveira Martins,36,2026,quantidade_produzida,soja,ssp245,20663.734375,30 anos
Silveira Martins,36,2027,quantidade_produzida,soja,ssp245,20054.74609375,30 anos
Silveira Martins,36,2028,quantidade_produzida,soja,ssp245,38343.671875,30 anos
Silveira Martins,36,2029,quantidade_produzida,soja,ssp245,31073.47265625,30 anos
Silveira Martins,36,2030,quantidade_produzida,soja,ssp245,28625.517578125,30 anos
Silveira Martins,36,2031,quantidade_produzida,soja,ssp245,39038.36328125,30 anos
Silveira Martins,36,2032,quantidade_produzida,soja,ssp245,28878.365234375,30 anos
Silveira Martins,36,2033,quantidade_produzida,soja,ssp245,36923.80078125,30 anos
Silveira Martins,36,2034,quantidade_produzida,soja,ssp245,52321.40625,30 anos
Toropi,37,2025,quantidade_produzida,soja,ssp245,2977.04833984375,30 anos
Toropi,37,2026,quantidade_produzida,soja,ssp245,3498.62744140625,30 anos
Toropi,37,2027,quantidade_produzida,soja,ssp245,3408.263671875,30 anos
Toropi,37,2028,quantidade_produzida,soja,ssp245,5698.26904296875,30 anos
Toropi,37,2029,quantidade_produzida,soja,ssp245,5044.1044921875,30 anos
Toropi,37,2030,quantidade_produzida,soja,ssp245,4523.9775390625,30 anos
Toropi,37,2031,quantidade_produzida,soja,ssp245,6442.67919921875,30 anos
Toropi,37,2032,quantidade_produzida,soja,ssp245,5091.1806640625,30 anos
Toropi,37,2033,quantidade_produzida,soja,ssp245,6454.2734375,30 anos
Toropi,37,2034,quantidade_produzida,soja,ssp245,8626.3662109375,30 anos
Unistalda,38,2025,quantidade_produzida,soja,ssp245,29898.935546875,30 anos
Unistalda,38,2026,quantidade_produzida,soja,ssp245,36069.1953125,30 anos
Unistalda,38,2027,quantidade_produzida,soja,ssp245,38866.03125,30 anos
Unistalda,38,2028,quantidade_produzida,soja,ssp245,64128.2578125,30 anos
Unistalda,38,2029,quantidade_produzida,soja,ssp245,57161.609375,30 anos
Unistalda,38,2030,quantidade_produzida,soja,ssp245,47862.7421875,30 anos
Unistalda,38,2031,quantidade_produzida,soja,ssp245,72420.8125,30 anos
Unistalda,38,2032,quantidade_produzida,soja,ssp245,52927.56640625,30 anos
Unistalda,38,2033,quantidade_produzida,soja,ssp245,69032.3828125,30 anos
Unistalda,38,2034,quantidade_produzida,soja,ssp245,98847.8828125,30 anos
Vila Nova do Sul,39,2025,quantidade_produzida,soja,ssp245,26458.626953125,30 anos
Vila Nova do Sul,39,2026,quantidade_produzida,soja,ssp245,29017.619140625,30 anos
Vila Nova do Sul,39,2027,quantidade_produzida,soja,ssp245,23684.68359375,30 anos
Vila Nova do Sul,39,2028,quantidade_produzida,soja,ssp245,42824.26953125,30 anos
Vila Nova do Sul,39,2029,quantidade_produzida,soja,ssp245,40554.6640625,30 anos
Vila Nova do Sul,39,2030,quantidade_produzida,soja,ssp245,37038.7109375,30 anos
Vila Nova do Sul,39,2031,quantidade_produzida,soja,ssp245,43165.875,30 anos
Vila Nova do Sul,39,2032,quantidade_produzida,soja,ssp245,38310.62890625,30 anos
Vila Nova do Sul,39,2033,quantidade_produzida,soja,ssp245,51076.95703125,30 anos
Vila Nova do Sul,39,2034,quantidade_produzida,soja,ssp245,63407.91015625,30 anos
Agudo,0,2025,quantidade_produzida,soja,ssp370,1713.3409423828125,30 anos
Agudo,0,2026,quantidade_produzida,soja,ssp370,2283.870361328125,30 anos
Agudo,0,2027,quantidade_produzida,soja,ssp370,2157.074951171875,30 anos
Agudo,0,2028,quantidade_produzida,soja,ssp370,1720.28466796875,30 anos
Agudo,0,2029,quantidade_produzida,soja,ssp370,1924.9124755859373,30 anos
Agudo,0,2030,quantidade_produzida,soja,ssp370,2174.5830078125,30 anos
Agudo,0,2031,quantidade_produzida,soja,ssp370,2230.8115234375,30 anos
Agudo,0,2032,quantidade_produzida,soja,ssp370,3327.484619140625,30 anos
Agudo,0,2033,quantidade_produzida,soja,ssp370,3252.610595703125,30 anos
Agudo,0,2034,quantidade_produzida,soja,ssp370,3492.755126953125,30 anos
Cacapava do Sul,1,2025,quantidade_produzida,soja,ssp370,0.0,30 anos
Cacapava do Sul,1,2026,quantidade_produzida,soja,ssp370,0.0,30 anos
Cacapava do Sul,1,2027,quantidade_produzida,soja,ssp370,0.0,30 anos
Cacapava do Sul,1,2028,quantidade_produzida,soja,ssp370,0.0,30 anos
Cacapava do Sul,1,2029,quantidade_produzida,soja,ssp370,0.0,30 anos
Cacapava do Sul,1,2030,quantidade_produzida,soja,ssp370,0.0,30 anos
Cacapava do Sul,1,2031,quantidade_produzida,soja,ssp370,0.0,30 anos
Cacapava do Sul,1,2032,quantidade_produzida,soja,ssp370,0.0,30 anos
Cacapava do Sul,1,2033,quantidade_produzida,soja,ssp370,0.0,30 anos
Cacapava do Sul,1,2034,quantidade_produzida,soja,ssp370,0.0,30 anos
Cacequi,2,2025,quantidade_produzida,soja,ssp370,74082.8359375,30 anos
Cacequi,2,2026,quantidade_produzida,soja,ssp370,110279.0,30 anos
Cacequi,2,2027,quantidade_produzida,soja,ssp370,101434.828125,30 anos
Cacequi,2,2028,quantidade_produzida,soja,ssp370,64582.5546875,30 anos
Cacequi,2,2029,quantidade_produzida,soja,ssp370,69001.578125,30 anos
Cacequi,2,2030,quantidade_produzida,soja,ssp370,90055.59375,30 anos
Cacequi,2,2031,quantidade_produzida,soja,ssp370,75429.3984375,30 anos
Cacequi,2,2032,quantidade_produzida,soja,ssp370,99192.375,30 anos
Cacequi,2,2033,quantidade_produzida,soja,ssp370,145781.4375,30 anos
Cacequi,2,2034,quantidade_produzida,soja,ssp370,140401.984375,30 anos
Cachoeira do Sul,3,2025,quantidade_produzida,soja,ssp370,440757.78125,30 anos
Cachoeira do Sul,3,2026,quantidade_produzida,soja,ssp370,540147.4375,30 anos
Cachoeira do Sul,3,2027,quantidade_produzida,soja,ssp370,584196.375,30 anos
Cachoeira do Sul,3,2028,quantidade_produzida,soja,ssp370,429635.8125,30 anos
Cachoeira do Sul,3,2029,quantidade_produzida,soja,ssp370,478414.40625,30 anos
Cachoeira do Sul,3,2030,quantidade_produzida,soja,ssp370,551062.5625,30 anos
Cachoeira do Sul,3,2031,quantidade_produzida,soja,ssp370,508367.46875,30 anos
Cachoeira do Sul,3,2032,quantidade_produzida,soja,ssp370,848163.0,30 anos
Cachoeira do Sul,3,2033,quantidade_produzida,soja,ssp370,781234.625,30 anos
Cachoeira do Sul,3,2034,quantidade_produzida,soja,ssp370,866418.0,30 anos
Capao do Cipo,4,2025,quantidade_produzida,soja,ssp370,0.0,30 anos
Capao do Cipo,4,2026,quantidade_produzida,soja,ssp370,0.0,30 anos
Capao do Cipo,4,2027,quantidade_produzida,soja,ssp370,0.0,30 anos
Capao do Cipo,4,2028,quantidade_produzida,soja,ssp370,0.0,30 anos
Capao do Cipo,4,2029,quantidade_produzida,soja,ssp370,0.0,30 anos
Capao do Cipo,4,2030,quantidade_produzida,soja,ssp370,0.0,30 anos
Capao do Cipo,4,2031,quantidade_produzida,soja,ssp370,0.0,30 anos
Capao do Cipo,4,2032,quantidade_produzida,soja,ssp370,0.0,30 anos
Capao do Cipo,4,2033,quantidade_produzida,soja,ssp370,0.0,30 anos
Capao do Cipo,4,2034,quantidade_produzida,soja,ssp370,0.0,30 anos
Cerro Branco,5,2025,quantidade_produzida,soja,ssp370,6331.6630859375,30 anos
Cerro Branco,5,2026,quantidade_produzida,soja,ssp370,7979.69140625,30 anos
Cerro Branco,5,2027,quantidade_produzida,soja,ssp370,8672.0107421875,30 anos
Cerro Branco,5,2028,quantidade_produzida,soja,ssp370,6002.0029296875,30 anos
Cerro Branco,5,2029,quantidade_produzida,soja,ssp370,6522.771484375,30 anos
Cerro Branco,5,2030,quantidade_produzida,soja,ssp370,7819.16064453125,30 anos
Cerro Branco,5,2031,quantidade_produzida,soja,ssp370,6912.671875,30 anos
Cerro Branco,5,2032,quantidade_produzida,soja,ssp370,12228.796875,30 anos
Cerro Branco,5,2033,quantidade_produzida,soja,ssp370,11301.8955078125,30 anos
Cerro Branco,5,2034,quantidade_produzida,soja,ssp370,12297.4873046875,30 anos
Dilermando de Aguiar,6,2025,quantidade_produzida,soja,ssp370,79109.40625,30 anos
Dilermando de Aguiar,6,2026,quantidade_produzida,soja,ssp370,106038.15625,30 anos
Dilermando de Aguiar,6,2027,quantidade_produzida,soja,ssp370,98074.796875,30 anos
Dilermando de Aguiar,6,2028,quantidade_produzida,soja,ssp370,68629.328125,30 anos
Dilermando de Aguiar,6,2029,quantidade_produzida,soja,ssp370,77051.3359375,30 anos
Dilermando de Aguiar,6,2030,quantidade_produzida,soja,ssp370,94816.765625,30 anos
Dilermando de Aguiar,6,2031,quantidade_produzida,soja,ssp370,79440.4765625,30 anos
Dilermando de Aguiar,6,2032,quantidade_produzida,soja,ssp370,122893.3046875,30 anos
Dilermando de Aguiar,6,2033,quantidade_produzida,soja,ssp370,141333.65625,30 anos
Dilermando de Aguiar,6,2034,quantidade_produzida,soja,ssp370,132375.265625,30 anos
Dona Francisca,7,2025,quantidade_produzida,soja,ssp370,1453.26953125,30 anos
Dona Francisca,7,2026,quantidade_produzida,soja,ssp370,1863.6807861328125,30 anos
Dona Francisca,7,2027,quantidade_produzida,soja,ssp370,1790.1171875,30 anos
Dona Francisca,7,2028,quantidade_produzida,soja,ssp370,1480.0260009765625,30 anos
Dona Francisca,7,2029,quantidade_produzida,soja,ssp370,1647.90625,30 anos
Dona Francisca,7,2030,quantidade_produzida,soja,ssp370,1868.3048095703125,30 anos
Dona Francisca,7,2031,quantidade_produzida,soja,ssp370,1929.264892578125,30 anos
Dona Francisca,7,2032,quantidade_produzida,soja,ssp370,2821.4541015625,30 anos
Dona Francisca,7,2033,quantidade_produzida,soja,ssp370,2780.326171875,30 anos
Dona Francisca,7,2034,quantidade_produzida,soja,ssp370,2981.8291015625,30 anos
Faxinal do Soturno,8,2025,quantidade_produzida,soja,ssp370,4984.93701171875,30 anos
Faxinal do Soturno,8,2026,quantidade_produzida,soja,ssp370,6574.169921875,30 anos
Faxinal do Soturno,8,2027,quantidade_produzida,soja,ssp370,6064.1572265625,30 anos
Faxinal do Soturno,8,2028,quantidade_produzida,soja,ssp370,4441.13134765625,30 anos
Faxinal do Soturno,8,2029,quantidade_produzida,soja,ssp370,4833.90087890625,30 anos
Faxinal do Soturno,8,2030,quantidade_produzida,soja,ssp370,5655.15771484375,30 anos
Faxinal do Soturno,8,2031,quantidade_produzida,soja,ssp370,5695.32958984375,30 anos
Faxinal do Soturno,8,2032,quantidade_produzida,soja,ssp370,8790.95703125,30 anos
Faxinal do Soturno,8,2033,quantidade_produzida,soja,ssp370,8569.4873046875,30 anos
Faxinal do Soturno,8,2034,quantidade_produzida,soja,ssp370,8980.8193359375,30 anos
Formigueiro,9,2025,quantidade_produzida,soja,ssp370,20909.71875,30 anos
Formigueiro,9,2026,quantidade_produzida,soja,ssp370,27305.62890625,30 anos
Formigueiro,9,2027,quantidade_produzida,soja,ssp370,25088.19921875,30 anos
Formigueiro,9,2028,quantidade_produzida,soja,ssp370,17691.603515625,30 anos
Formigueiro,9,2029,quantidade_produzida,soja,ssp370,19128.771484375,30 anos
Formigueiro,9,2030,quantidade_produzida,soja,ssp370,22906.8984375,30 anos
Formigueiro,9,2031,quantidade_produzida,soja,ssp370,22302.775390625,30 anos
Formigueiro,9,2032,quantidade_produzida,soja,ssp370,35144.765625,30 anos
Formigueiro,9,2033,quantidade_produzida,soja,ssp370,34397.33984375,30 anos
Formigueiro,9,2034,quantidade_produzida,soja,ssp370,35757.44921875,30 anos
Itaara,10,2025,quantidade_produzida,soja,ssp370,22842.583984375,30 anos
Itaara,10,2026,quantidade_produzida,soja,ssp370,29846.45703125,30 anos
Itaara,10,2027,quantidade_produzida,soja,ssp370,27645.486328125,30 anos
Itaara,10,2028,quantidade_produzida,soja,ssp370,18939.958984375,30 anos
Itaara,10,2029,quantidade_produzida,soja,ssp370,20377.845703125,30 anos
Itaara,10,2030,quantidade_produzida,soja,ssp370,24474.87109375,30 anos
Itaara,10,2031,quantidade_produzida,soja,ssp370,23792.064453125,30 anos
Itaara,10,2032,quantidade_produzida,soja,ssp370,37361.08984375,30 anos
Itaara,10,2033,quantidade_produzida,soja,ssp370,36648.26171875,30 anos
Itaara,10,2034,quantidade_produzida,soja,ssp370,37930.8984375,30 anos
Itacurubi,11,2025,quantidade_produzida,soja,ssp370,17500.443359375,30 anos
Itacurubi,11,2026,quantidade_produzida,soja,ssp370,26733.326171875,30 anos
Itacurubi,11,2027,quantidade_produzida,soja,ssp370,27938.7421875,30 anos
Itacurubi,11,2028,quantidade_produzida,soja,ssp370,15630.3369140625,30 anos
Itacurubi,11,2029,quantidade_produzida,soja,ssp370,17709.109375,30 anos
Itacurubi,11,2030,quantidade_produzida,soja,ssp370,23135.67578125,30 anos
Itacurubi,11,2031,quantidade_produzida,soja,ssp370,17338.578125,30 anos
Itacurubi,11,2032,quantidade_produzida,soja,ssp370,20568.47265625,30 anos
Itacurubi,11,2033,quantidade_produzida,soja,ssp370,37806.15625,30 anos
Itacurubi,11,2034,quantidade_produzida,soja,ssp370,35498.83984375,30 anos
Ivora,12,2025,quantidade_produzida,soja,ssp370,0.0,30 anos
Ivora,12,2026,quantidade_produzida,soja,ssp370,0.0,30 anos
Ivora,12,2027,quantidade_produzida,soja,ssp370,0.0,30 anos
Ivora,12,2028,quantidade_produzida,soja,ssp370,0.0,30 anos
Ivora,12,2029,quantidade_produzida,soja,ssp370,0.0,30 anos
Ivora,12,2030,quantidade_produzida,soja,ssp370,0.0,30 anos
Ivora,12,2031,quantidade_produzida,soja,ssp370,0.0,30 anos
Ivora,12,2032,quantidade_produzida,soja,ssp370,0.0,30 anos
Ivora,12,2033,quantidade_produzida,soja,ssp370,0.0,30 anos
Ivora,12,2034,quantidade_produzida,soja,ssp370,0.0,30 anos
Jaguari,13,2025,quantidade_produzida,soja,ssp370,28827.486328125,30 anos
Jaguari,13,2026,quantidade_produzida,soja,ssp370,45080.8125,30 anos
Jaguari,13,2027,quantidade_produzida,soja,ssp370,41558.40625,30 anos
Jaguari,13,2028,quantidade_produzida,soja,ssp370,25275.6953125,30 anos
Jaguari,13,2029,quantidade_produzida,soja,ssp370,27301.046875,30 anos
Jaguari,13,2030,quantidade_produzida,soja,ssp370,34657.11328125,30 anos
Jaguari,13,2031,quantidade_produzida,soja,ssp370,30026.611328125,30 anos
Jaguari,13,2032,quantidade_produzida,soja,ssp370,39008.1796875,30 anos
Jaguari,13,2033,quantidade_produzida,soja,ssp370,56331.2265625,30 anos
Jaguari,13,2034,quantidade_produzida,soja,ssp370,54659.75,30 anos
Jari,14,2025,quantidade_produzida,soja,ssp370,251606.125,30 anos
Jari,14,2026,quantidade_produzida,soja,ssp370,304937.3125,30 anos
Jari,14,2027,quantidade_produzida,soja,ssp370,296081.21875,30 anos
Jari,14,2028,quantidade_produzida,soja,ssp370,222028.59375,30 anos
Jari,14,2029,quantidade_produzida,soja,ssp370,215260.265625,30 anos
Jari,14,2030,quantidade_produzida,soja,ssp370,291396.125,30 anos
Jari,14,2031,quantidade_produzida,soja,ssp370,237856.703125,30 anos
Jari,14,2032,quantidade_produzida,soja,ssp370,435471.1875,30 anos
Jari,14,2033,quantidade_produzida,soja,ssp370,411404.96875,30 anos
Jari,14,2034,quantidade_produzida,soja,ssp370,486457.46875,30 anos
Julio de Castilhos,15,2025,quantidade_produzida,soja,ssp370,0.0,30 anos
Julio de Castilhos,15,2026,quantidade_produzida,soja,ssp370,0.0,30 anos
Julio de Castilhos,15,2027,quantidade_produzida,soja,ssp370,0.0,30 anos
Julio de Castilhos,15,2028,quantidade_produzida,soja,ssp370,0.0,30 anos
Julio de Castilhos,15,2029,quantidade_produzida,soja,ssp370,0.0,30 anos
Julio de Castilhos,15,2030,quantidade_produzida,soja,ssp370,0.0,30 anos
Julio de Castilhos,15,2031,quantidade_produzida,soja,ssp370,0.0,30 anos
Julio de Castilhos,15,2032,quantidade_produzida,soja,ssp370,0.0,30 anos
Julio de Castilhos,15,2033,quantidade_produzida,soja,ssp370,0.0,30 anos
Julio de Castilhos,15,2034,quantidade_produzida,soja,ssp370,0.0,30 anos
Lavras do Sul,16,2025,quantidade_produzida,soja,ssp370,54009.3359375,30 anos
Lavras do Sul,16,2026,quantidade_produzida,soja,ssp370,65470.22265625,30 anos
Lavras do Sul,16,2027,quantidade_produzida,soja,ssp370,66717.2265625,30 anos
Lavras do Sul,16,2028,quantidade_produzida,soja,ssp370,40735.296875,30 anos
Lavras do Sul,16,2029,quantidade_produzida,soja,ssp370,51037.515625,30 anos
Lavras do Sul,16,2030,quantidade_produzida,soja,ssp370,60548.078125,30 anos
Lavras do Sul,16,2031,quantidade_produzida,soja,ssp370,52563.67578125,30 anos
Lavras do Sul,16,2032,quantidade_produzida,soja,ssp370,95043.453125,30 anos
Lavras do Sul,16,2033,quantidade_produzida,soja,ssp370,85479.359375,30 anos
Lavras do Sul,16,2034,quantidade_produzida,soja,ssp370,89880.046875,30 anos
Mata,17,2025,quantidade_produzida,soja,ssp370,7385.46044921875,30 anos
Mata,17,2026,quantidade_produzida,soja,ssp370,10519.677734375,30 anos
Mata,17,2027,quantidade_produzida,soja,ssp370,9709.3935546875,30 anos
Mata,17,2028,quantidade_produzida,soja,ssp370,6500.49267578125,30 anos
Mata,17,2029,quantidade_produzida,soja,ssp370,7435.474609375,30 anos
Mata,17,2030,quantidade_produzida,soja,ssp370,8777.8193359375,30 anos
Mata,17,2031,quantidade_produzida,soja,ssp370,7863.45849609375,30 anos
